country,house_style,climate_zone,plot_length_ft,plot_width_ft,num_floors,floor_height_ft,num_bedrooms,num_bathrooms,num_living_rooms,has_kitchen,has_dining,has_garage,has_garden,has_balcony,has_basement,has_swimming_pool,wall_material,roof_type,floor_material,num_windows,num_doors,window_type,quality_grade,year_built,furniture_included,furniture_style,plot_area_sqft,plot_area_cents,building_footprint,total_built_area,total_rooms,construction_cost_usd,construction_days,cost_per_sqft
Germany,Ranch,Mediterranean,147.7,110.2,2,11,5,3,2,1,1,1,0,1,0,0,Steel Frame,Hip,Vinyl,10,11,Single Hung,Standard,1974,0,Contemporary,16276.539999999999,37.37,11184.0,22368.0,13,5741696.0,768,256.69
Spain,Modern,Mediterranean,55.8,38.6,2,10,3,4,1,1,1,0,1,0,0,0,Wood Frame,Flat,Laminate,15,17,Double Hung,Premium,1966,1,Traditional,2153.88,4.94,1311.0,2622.0,10,497495.0,182,189.74
Australia,Craftsman,Continental,131.8,80.5,2,10,3,2,2,1,1,0,1,1,0,0,AAC Block,Mansard,Ceramic Tile,25,7,Casement,Economy,2015,1,Rustic,10609.900000000001,24.36,6673.0,13346.0,9,1956866.0,491,146.63
Canada,Modern,Continental,129.1,99.5,1,11,3,2,2,1,1,0,1,1,0,1,Red Brick,Flat,Ceramic Tile,19,5,Single Hung,Standard,1996,1,Rustic,12845.449999999999,29.49,5752.0,5752.0,9,1161987.0,270,202.01
Spain,Modern,Arid,137.0,51.0,2,12,4,3,1,1,1,1,1,1,0,0,Concrete Block,Shed,Marble,21,14,Sliding,Standard,1976,0,Contemporary,6987.0,16.04,3892.0,7784.0,11,820551.0,339,105.42
USA,Modern,Mediterranean,139.8,105.2,3,10,3,2,2,1,1,1,1,1,1,0,Concrete Block,Flat,Hardwood,10,7,Double Hung,Standard,1984,1,Modern,14706.960000000001,33.76,7803.0,23409.0,10,3811422.0,831,162.82
Germany,Ranch,Temperate,90.9,98.1,1,10,1,4,1,1,0,1,1,1,0,0,Wood Frame,Gable,Hardwood,15,6,Sliding,Economy,1985,1,Contemporary,8917.29,20.47,3851.0,3851.0,8,612652.0,193,159.09
Japan,Modern,Continental,111.8,71.2,1,10,5,5,1,1,1,1,1,1,1,0,Wood Frame,Gable,Laminate,23,9,Sliding,Standard,2005,1,Traditional,7960.16,18.27,3542.0,3542.0,14,735913.0,199,207.77
Spain,Colonial,Continental,104.3,36.3,2,11,3,3,1,1,1,1,1,1,1,0,Wood Frame,Mansard,Ceramic Tile,12,12,Floor to Ceiling,Standard,1981,1,Contemporary,3786.0899999999997,8.69,1866.0,3732.0,10,471952.0,228,126.46
Germany,Ranch,Arid,67.1,117.2,2,11,5,1,2,1,0,1,0,0,0,0,Steel Frame,Hip,Laminate,25,15,Sliding,Standard,1966,0,Traditional,7864.12,18.05,3490.0,6980.0,10,1898477.0,318,271.99
UK,Minimalist,Arid,63.6,84.3,3,10,2,2,2,1,0,1,1,1,1,0,Concrete Block,Gable,Ceramic Tile,17,13,Single Hung,Standard,1999,0,Traditional,5361.48,12.31,3443.0,10329.0,8,1465512.0,446,141.88
USA,Colonial,Arid,71.0,74.1,1,11,2,1,2,1,1,0,1,1,0,0,Red Brick,Gable,Ceramic Tile,12,12,Casement,Luxury,1965,0,Modern,5261.099999999999,12.08,2457.0,2457.0,7,793423.0,157,322.92
USA,Cottage,Tropical,56.2,109.1,2,12,3,2,1,1,1,1,0,1,0,0,Stone,Hip,Hardwood,26,19,Casement,Premium,2004,1,Rustic,6131.42,14.08,2562.0,5124.0,9,1767273.0,247,344.9
India,Minimalist,Temperate,120.9,65.0,2,10,3,5,1,1,1,1,0,1,0,0,Steel Frame,Mansard,Laminate,21,6,Double Hung,Luxury,2013,1,Minimalist,7858.5,18.04,4882.0,9764.0,12,1131865.0,398,115.92
Canada,Contemporary,Tropical,145.7,78.5,1,9,5,2,1,1,1,1,0,0,0,1,AAC Block,Flat,Ceramic Tile,27,13,Casement,Luxury,1960,1,Rustic,11437.449999999999,26.26,6196.0,6196.0,11,2585620.0,284,417.3
Canada,Traditional,Continental,134.1,106.5,2,11,4,2,1,1,1,1,0,1,0,0,Red Brick,Gable,Vinyl,8,17,Casement,Premium,2023,1,Minimalist,14281.65,32.79,6047.0,12094.0,10,2589586.0,470,214.12
USA,Ranch,Arid,56.2,62.3,1,10,2,3,1,1,0,1,1,0,0,0,Concrete Block,Hip,Hardwood,14,8,Sliding,Luxury,2005,1,Modern,3501.26,8.04,2322.0,2322.0,8,742468.0,153,319.75
India,Traditional,Arid,36.2,98.4,2,11,3,4,2,1,1,1,1,1,1,0,Concrete Block,Flat,Laminate,12,6,Double Hung,Economy,2010,1,Modern,3562.0800000000004,8.18,1507.0,3014.0,12,201149.0,200,66.74
India,Ranch,Arid,120.9,49.3,2,10,4,1,2,1,1,1,1,0,0,0,AAC Block,Hip,Ceramic Tile,24,13,Single Hung,Premium,2014,1,Minimalist,5960.37,13.68,3623.0,7246.0,10,675324.0,313,93.2
USA,Minimalist,Mediterranean,76.8,91.7,3,10,3,3,1,1,1,1,1,1,0,0,Wood Frame,Mansard,Vinyl,18,17,Single Hung,Economy,1967,1,Modern,7042.56,16.17,4502.0,13506.0,10,1757206.0,526,130.11
USA,Contemporary,Temperate,129.0,73.5,1,10,3,2,1,1,1,1,0,1,1,0,Concrete Block,Flat,Ceramic Tile,14,17,Casement,Premium,2008,0,Modern,9481.5,21.77,5106.0,5106.0,9,1039321.0,257,203.55
UK,Victorian,Tropical,123.5,40.7,1,9,4,2,1,1,1,1,1,0,0,0,Stone,Shed,Hardwood,26,7,Floor to Ceiling,Luxury,2013,0,Minimalist,5026.450000000001,11.54,2656.0,2656.0,10,1481280.0,167,557.71
Germany,Victorian,Temperate,105.0,37.9,1,12,6,2,2,1,1,0,0,1,1,0,Concrete Block,Flat,Marble,11,9,Single Hung,Premium,1978,0,Minimalist,3979.5,9.14,1886.0,1886.0,12,446791.0,149,236.9
UK,Colonial,Arid,60.6,68.5,2,10,3,4,2,1,1,0,1,0,1,0,Wood Frame,Mansard,Vinyl,22,15,Sliding,Luxury,2000,1,Minimalist,4151.1,9.53,2857.0,5714.0,11,1738639.0,277,304.28
India,Modern,Continental,42.5,92.5,3,10,4,4,2,1,1,1,1,0,0,1,Stone,Gable,Marble,22,6,Floor to Ceiling,Standard,1974,1,Traditional,3931.25,9.02,2280.0,6840.0,13,678269.0,344,99.16
France,Modern,Mediterranean,60.3,82.3,2,10,4,3,1,1,1,1,1,0,0,0,Stone,Gable,Marble,18,5,Double Hung,Premium,1970,1,Rustic,4962.69,11.39,2698.0,5396.0,11,2094288.0,260,388.12
UK,Victorian,Temperate,91.2,106.2,1,10,3,1,2,1,0,1,1,1,0,0,AAC Block,Flat,Marble,22,12,Double Hung,Standard,1978,0,Minimalist,9685.44,22.23,5919.0,5919.0,8,1121792.0,258,189.52
Italy,Minimalist,Continental,147.5,62.0,1,11,5,5,2,1,0,1,1,1,0,0,Red Brick,Hip,Ceramic Tile,29,11,Casement,Standard,1993,1,Rustic,9145.0,20.99,4654.0,4654.0,14,932650.0,220,200.4
Italy,Contemporary,Arid,37.6,105.1,1,11,3,3,1,1,1,1,0,1,0,0,AAC Block,Gable,Ceramic Tile,12,15,Casement,Standard,1993,0,Rustic,3951.7599999999998,9.07,1668.0,1668.0,10,362253.0,120,217.18
UK,Colonial,Arid,54.0,28.5,2,12,4,3,1,1,1,0,1,1,0,0,AAC Block,Gable,Hardwood,23,15,Sliding,Standard,1979,0,Contemporary,1539.0,3.53,904.0,1808.0,10,316778.0,158,175.21
India,Minimalist,Arid,105.3,59.8,1,9,5,4,1,1,1,1,1,1,1,0,Concrete Block,Flat,Granite,11,13,Casement,Standard,1998,0,Traditional,6296.94,14.46,4322.0,4322.0,13,215266.0,217,49.81
UK,Modern,Arid,66.5,31.9,3,9,3,3,2,1,1,1,0,0,0,0,AAC Block,Hip,Ceramic Tile,18,17,Double Hung,Standard,2020,1,Contemporary,2121.35,4.87,912.0,2736.0,11,682975.0,198,249.63
UK,Colonial,Mediterranean,133.0,112.3,1,11,3,2,1,1,1,1,1,0,1,0,Concrete Block,Flat,Ceramic Tile,15,8,Sliding,Luxury,1967,1,Minimalist,14935.9,34.29,7408.0,7408.0,9,2309901.0,311,311.81
USA,Traditional,Mediterranean,46.7,70.2,3,11,4,2,1,1,1,1,1,1,0,0,Red Brick,Gable,Marble,24,17,Floor to Ceiling,Premium,1998,1,Minimalist,3278.34,7.53,1783.0,5349.0,10,1460017.0,274,272.95
Australia,Mediterranean,Temperate,145.6,55.0,1,10,5,2,2,1,1,0,0,1,1,0,AAC Block,Shed,Ceramic Tile,26,12,Sliding,Economy,1969,1,Rustic,8008.0,18.38,4000.0,4000.0,11,589590.0,217,147.4
India,Cottage,Arid,139.5,71.8,3,9,2,1,1,1,1,1,1,1,0,1,Red Brick,Flat,Ceramic Tile,10,6,Casement,Luxury,1986,1,Rustic,10016.1,22.99,4769.0,14307.0,7,1603175.0,567,112.06
USA,Colonial,Mediterranean,136.5,75.6,3,10,4,4,1,1,1,1,0,1,0,0,Concrete Block,Hip,Ceramic Tile,16,6,Casement,Premium,1981,1,Contemporary,10319.4,23.69,6672.0,20016.0,12,4030403.0,717,201.36
UK,Modern,Continental,50.8,105.4,3,11,3,1,1,1,1,1,1,1,1,0,Concrete Block,Flat,Ceramic Tile,27,5,Single Hung,Standard,1999,1,Contemporary,5354.32,12.29,2239.0,6717.0,8,1321070.0,344,196.68
Germany,Minimalist,Mediterranean,69.5,76.5,2,9,2,5,1,1,0,0,1,1,0,1,Wood Frame,Hip,Vinyl,14,10,Sliding,Standard,1982,1,Contemporary,5316.75,12.21,3485.0,6970.0,9,1399445.0,340,200.78
USA,Traditional,Mediterranean,126.5,66.0,1,9,4,2,2,1,0,1,1,1,0,0,Red Brick,Gable,Hardwood,24,10,Floor to Ceiling,Premium,1997,0,Traditional,8349.0,19.17,5237.0,5237.0,10,1231835.0,232,235.22
USA,Cottage,Temperate,126.9,116.3,1,10,2,4,1,1,1,1,1,1,0,1,Steel Frame,Hip,Marble,9,17,Casement,Standard,2023,1,Contemporary,14758.470000000001,33.88,6388.0,6388.0,10,1537936.0,304,240.75
India,Cottage,Mediterranean,114.6,117.0,2,9,3,2,1,1,1,1,1,1,1,1,Red Brick,Gable,Hardwood,8,6,Single Hung,Standard,1972,1,Minimalist,13408.199999999999,30.78,9237.0,18474.0,9,1347610.0,700,72.95
Italy,Colonial,Continental,83.8,28.6,3,9,4,3,1,1,1,1,1,0,0,0,Red Brick,Flat,Hardwood,6,8,Casement,Standard,1993,0,Rustic,2396.68,5.5,1615.0,4845.0,11,975677.0,268,201.38
USA,Cottage,Arid,67.4,92.2,1,10,4,2,2,1,1,1,1,1,1,1,Red Brick,Flat,Hardwood,12,16,Casement,Standard,2011,1,Contemporary,6214.280000000001,14.27,3864.0,3864.0,11,823271.0,234,213.06
Australia,Traditional,Tropical,145.6,60.3,3,10,5,1,2,1,1,0,1,1,0,0,Red Brick,Flat,Hardwood,17,19,Single Hung,Economy,1997,1,Modern,8779.679999999998,20.16,5085.0,15255.0,10,1906663.0,586,124.99
Spain,Contemporary,Temperate,46.7,89.1,2,9,6,3,1,1,1,1,0,0,1,1,AAC Block,Gable,Ceramic Tile,16,17,Double Hung,Premium,1984,1,Traditional,4160.97,9.55,2888.0,5776.0,13,1394393.0,308,241.41
USA,Minimalist,Continental,35.3,85.5,1,10,3,4,2,1,1,1,1,1,0,0,Wood Frame,Flat,Vinyl,26,6,Sliding,Standard,1969,1,Contemporary,3018.1499999999996,6.93,1903.0,1903.0,12,310550.0,136,163.19
France,Colonial,Temperate,31.1,56.4,1,10,3,2,2,1,1,0,1,1,1,0,Wood Frame,Hip,Hardwood,15,17,Floor to Ceiling,Standard,2014,1,Minimalist,1754.04,4.03,966.0,966.0,9,213477.0,130,220.99
UK,Cottage,Arid,123.0,118.7,1,10,3,4,1,1,0,0,1,1,1,0,Red Brick,Shed,Marble,17,7,Double Hung,Premium,1969,0,Rustic,14600.1,33.52,6901.0,6901.0,9,1575465.0,310,228.3
Australia,Contemporary,Mediterranean,36.8,58.9,1,12,3,3,1,1,1,1,1,0,0,0,Stone,Shed,Hardwood,14,14,Double Hung,Luxury,2023,1,Rustic,2167.52,4.98,1467.0,1467.0,10,873531.0,123,595.45
Australia,Minimalist,Mediterranean,94.6,85.0,2,11,3,3,2,1,0,1,1,0,0,0,Red Brick,Flat,Laminate,26,15,Floor to Ceiling,Standard,2022,1,Contemporary,8040.999999999999,18.46,4722.0,9444.0,10,1793920.0,385,189.95
Japan,Ranch,Continental,74.1,102.3,1,10,1,3,2,1,1,1,0,1,0,0,AAC Block,Flat,Hardwood,10,5,Casement,Economy,2009,1,Minimalist,7580.429999999999,17.4,3119.0,3119.0,9,578186.0,166,185.38
USA,Contemporary,Arid,47.6,38.8,2,10,3,4,1,1,1,1,1,1,0,0,Concrete Block,Mansard,Hardwood,28,15,Floor to Ceiling,Standard,1980,0,Rustic,1846.8799999999999,4.24,1041.0,2082.0,11,287457.0,153,138.07
Canada,Ranch,Tropical,118.9,53.6,2,9,2,2,2,1,1,1,1,1,0,0,AAC Block,Hip,Hardwood,8,14,Casement,Standard,2013,1,Rustic,6373.040000000001,14.63,2795.0,5590.0,9,1309929.0,264,234.33
UK,Ranch,Tropical,36.6,43.9,3,11,4,2,2,1,1,1,1,1,0,0,Red Brick,Hip,Vinyl,29,6,Double Hung,Standard,1966,0,Contemporary,1606.74,3.69,1005.0,3015.0,11,577935.0,220,191.69
USA,Contemporary,Mediterranean,68.2,99.3,2,9,5,4,1,1,0,1,1,1,0,0,AAC Block,Flat,Ceramic Tile,19,5,Floor to Ceiling,Luxury,1973,1,Modern,6772.26,15.55,3298.0,6596.0,12,2524556.0,304,382.74
USA,Cottage,Arid,97.5,101.1,2,9,3,4,1,1,1,1,1,1,0,0,Concrete Block,Shed,Hardwood,27,8,Double Hung,Standard,1984,1,Traditional,9857.25,22.63,5680.0,11360.0,11,1801868.0,433,158.62
Japan,Ranch,Arid,78.3,49.3,3,10,4,1,1,1,0,1,1,1,1,0,AAC Block,Shed,Vinyl,17,13,Sliding,Standard,1996,0,Rustic,3860.1899999999996,8.86,1810.0,5430.0,8,1218573.0,295,224.41
Australia,Cottage,Continental,61.1,25.4,1,9,2,2,1,1,1,1,0,0,0,0,Concrete Block,Mansard,Vinyl,15,6,Sliding,Premium,2011,1,Modern,1551.94,3.56,1022.0,1022.0,8,243867.0,114,238.62
USA,Cottage,Tropical,141.1,65.2,1,10,3,4,1,1,1,1,0,0,0,0,Red Brick,Gable,Laminate,7,6,Floor to Ceiling,Premium,2003,1,Traditional,9199.72,21.12,5967.0,5967.0,11,1543196.0,255,258.62
India,Minimalist,Continental,141.7,90.3,3,9,4,3,1,1,1,0,1,1,0,0,Concrete Block,Flat,Laminate,26,6,Casement,Premium,1981,0,Minimalist,12795.509999999998,29.37,7444.0,22332.0,10,1098836.0,796,49.2
USA,Craftsman,Temperate,79.9,84.1,1,9,2,3,1,1,1,1,1,0,0,0,Red Brick,Shed,Hardwood,11,18,Casement,Standard,2017,0,Rustic,6719.59,15.43,2838.0,2838.0,9,421408.0,158,148.49
Australia,Traditional,Arid,77.2,67.3,1,11,3,4,1,1,1,1,1,1,0,0,Wood Frame,Flat,Hardwood,11,7,Single Hung,Standard,2016,1,Traditional,5195.56,11.93,3299.0,3299.0,11,536118.0,189,162.51
USA,Cottage,Tropical,66.9,53.7,2,10,6,2,2,1,0,1,1,0,1,0,Red Brick,Flat,Hardwood,24,18,Sliding,Luxury,1960,1,Contemporary,3592.5300000000007,8.25,1480.0,2960.0,12,1097121.0,197,370.65
France,Minimalist,Continental,132.7,70.1,2,9,2,2,2,1,0,1,1,1,1,0,Red Brick,Shed,Marble,24,19,Casement,Luxury,2021,1,Modern,9302.269999999999,21.36,6106.0,12212.0,8,4920547.0,489,402.93
India,Mediterranean,Mediterranean,98.1,26.4,2,10,4,4,2,1,1,1,1,1,1,0,Wood Frame,Shed,Granite,23,6,Sliding,Economy,2002,1,Traditional,2589.8399999999997,5.95,1709.0,3418.0,13,216153.0,220,63.24
Germany,Ranch,Temperate,40.7,32.0,1,10,5,3,2,1,1,0,0,1,1,1,AAC Block,Gable,Ceramic Tile,18,11,Sliding,Standard,1971,0,Modern,1302.4,2.99,528.0,528.0,12,198270.0,132,375.51
USA,Colonial,Continental,132.4,40.5,2,11,4,2,1,1,1,1,1,0,0,0,Stone,Flat,Vinyl,11,13,Single Hung,Premium,1978,0,Traditional,5362.2,12.31,2419.0,4838.0,10,1474549.0,240,304.78
UK,Cottage,Mediterranean,94.2,84.4,2,10,4,4,1,1,0,1,0,1,0,0,Concrete Block,Flat,Marble,26,7,Single Hung,Economy,1980,0,Minimalist,7950.4800000000005,18.25,5229.0,10458.0,11,1074475.0,413,102.74
USA,Contemporary,Tropical,79.9,45.8,2,10,2,5,1,1,0,0,1,1,1,0,Red Brick,Shed,Marble,26,13,Double Hung,Premium,1987,1,Minimalist,3659.42,8.4,2460.0,4920.0,9,1262237.0,258,256.55
Germany,Ranch,Tropical,70.5,65.2,2,9,6,2,2,1,1,1,1,1,1,0,Red Brick,Flat,Ceramic Tile,11,8,Double Hung,Premium,1968,1,Traditional,4596.6,10.55,1867.0,3734.0,13,1204675.0,229,322.62
Canada,Ranch,Temperate,41.9,84.0,1,10,4,2,1,1,1,1,1,0,0,0,Steel Frame,Flat,Marble,11,14,Single Hung,Standard,2006,0,Modern,3519.6,8.08,1720.0,1720.0,10,344412.0,139,200.24
UK,Mediterranean,Mediterranean,144.8,103.9,2,9,6,3,1,1,1,1,1,1,0,0,Wood Frame,Hip,Laminate,10,5,Single Hung,Economy,1982,0,Traditional,15044.720000000001,34.54,8217.0,16434.0,13,1723566.0,601,104.88
Australia,Colonial,Arid,118.9,77.2,1,10,6,2,1,1,0,1,1,0,0,0,Wood Frame,Flat,Vinyl,28,16,Casement,Economy,1998,1,Rustic,9179.08,21.07,6243.0,6243.0,11,791268.0,275,126.74
Canada,Minimalist,Tropical,45.8,41.8,2,10,3,3,1,1,1,0,1,0,0,0,Red Brick,Hip,Vinyl,25,8,Floor to Ceiling,Standard,1990,1,Traditional,1914.4399999999998,4.39,1180.0,2360.0,9,409575.0,163,173.55
Japan,Mediterranean,Arid,91.4,115.4,2,11,3,2,1,1,1,1,1,0,1,0,Red Brick,Flat,Vinyl,20,14,Double Hung,Premium,2011,0,Rustic,10547.560000000001,24.21,6632.0,13264.0,9,3547076.0,518,267.42
Japan,Traditional,Arid,96.7,33.6,2,11,4,3,2,1,1,1,1,0,0,0,Concrete Block,Mansard,Hardwood,11,17,Single Hung,Standard,2011,1,Contemporary,3249.1200000000003,7.46,1516.0,3032.0,12,553164.0,196,182.44
USA,Ranch,Continental,50.1,59.9,3,9,5,2,1,1,0,0,0,1,0,0,Steel Frame,Hip,Marble,10,18,Floor to Ceiling,Premium,2019,0,Modern,3000.9900000000002,6.89,1203.0,3609.0,9,1054429.0,234,292.17
USA,Cottage,Continental,81.3,112.5,1,12,6,4,1,1,1,1,1,1,0,1,Concrete Block,Hip,Laminate,24,8,Double Hung,Standard,1971,1,Contemporary,9146.25,21.0,5850.0,5850.0,14,927314.0,285,158.52
Germany,Cottage,Tropical,107.5,82.2,2,9,6,3,2,1,1,1,1,0,1,0,Wood Frame,Gable,Ceramic Tile,22,15,Sliding,Standard,1970,0,Minimalist,8836.5,20.29,5232.0,10464.0,14,1870331.0,434,178.74
Germany,Mediterranean,Arid,64.1,88.0,2,10,3,3,2,1,1,1,1,1,1,0,Concrete Block,Flat,Marble,28,6,Floor to Ceiling,Standard,1989,0,Contemporary,5640.799999999999,12.95,3605.0,7210.0,11,1140466.0,336,158.18
Australia,Traditional,Continental,69.8,53.7,2,9,4,4,1,1,0,1,1,1,0,0,Red Brick,Hip,Ceramic Tile,16,18,Sliding,Luxury,1964,1,Minimalist,3748.26,8.6,2303.0,4606.0,11,1646441.0,236,357.46
UK,Victorian,Mediterranean,44.6,32.5,1,11,2,4,2,1,1,1,1,1,0,0,Red Brick,Hip,Marble,29,11,Double Hung,Premium,1992,0,Traditional,1449.5,3.33,602.0,602.0,11,147485.0,89,244.99
UK,Modern,Mediterranean,79.6,59.7,1,10,5,4,1,1,1,1,1,1,0,0,Stone,Flat,Laminate,6,15,Casement,Premium,2008,1,Minimalist,4752.12,10.91,2883.0,2883.0,13,1087335.0,157,377.15
France,Contemporary,Mediterranean,100.1,63.2,2,9,2,1,2,1,1,1,1,1,0,0,Steel Frame,Gable,Laminate,21,17,Casement,Standard,2010,1,Rustic,6326.32,14.52,3906.0,7812.0,8,2038433.0,342,260.94
Germany,Contemporary,Mediterranean,44.0,50.7,2,9,5,3,1,1,0,1,1,0,0,0,Red Brick,Shed,Vinyl,21,18,Casement,Economy,1973,0,Minimalist,2230.8,5.12,1302.0,2604.0,11,394629.0,186,151.55
Canada,Victorian,Arid,103.8,45.5,2,10,6,3,2,1,1,1,1,1,1,0,Concrete Block,Mansard,Laminate,23,14,Double Hung,Premium,2019,1,Contemporary,4722.9,10.84,2970.0,5940.0,14,1165809.0,284,196.26
Spain,Ranch,Mediterranean,77.7,58.8,3,12,2,4,1,1,0,1,1,1,0,0,Concrete Block,Gable,Granite,27,15,Floor to Ceiling,Premium,1962,0,Rustic,4568.76,10.49,2998.0,8994.0,9,1451617.0,385,161.4
Australia,Minimalist,Arid,111.4,85.7,1,10,3,1,2,1,1,0,1,1,1,0,Red Brick,Flat,Ceramic Tile,11,11,Casement,Premium,1960,1,Minimalist,9546.980000000001,21.92,5642.0,5642.0,8,1606019.0,265,284.65
USA,Colonial,Tropical,67.8,115.2,3,10,3,4,1,1,1,0,0,1,1,0,Red Brick,Mansard,Laminate,8,14,Single Hung,Luxury,1970,0,Minimalist,7810.5599999999995,17.93,5440.0,16320.0,10,5137461.0,616,314.8
USA,Victorian,Tropical,98.2,91.9,1,11,3,2,2,1,1,1,0,0,0,0,Wood Frame,Gable,Ceramic Tile,15,17,Floor to Ceiling,Standard,1973,1,Modern,9024.58,20.72,5170.0,5170.0,10,846252.0,230,163.69
Germany,Traditional,Mediterranean,103.5,99.1,2,9,3,3,1,1,0,1,1,0,0,1,Steel Frame,Hip,Ceramic Tile,24,16,Single Hung,Standard,1970,1,Minimalist,10256.849999999999,23.55,4880.0,9760.0,9,2844445.0,424,291.44
Australia,Cottage,Mediterranean,112.9,54.1,2,10,2,3,2,1,1,1,1,1,1,0,Concrete Block,Flat,Ceramic Tile,25,16,Floor to Ceiling,Luxury,1980,1,Traditional,6107.89,14.02,4164.0,8328.0,10,2476536.0,362,297.37
USA,Modern,Mediterranean,120.8,34.9,2,10,3,2,1,1,1,1,1,1,0,0,Concrete Block,Hip,Laminate,19,12,Sliding,Economy,1994,0,Rustic,4215.92,9.68,1723.0,3446.0,9,340990.0,195,98.95
USA,Ranch,Tropical,46.4,52.7,1,10,3,2,1,1,1,1,0,0,1,0,AAC Block,Hip,Ceramic Tile,19,9,Floor to Ceiling,Standard,1993,1,Contemporary,2445.28,5.61,1590.0,1590.0,9,320186.0,151,201.37
Australia,Modern,Continental,145.8,63.3,2,10,3,3,1,1,1,1,1,1,0,0,Concrete Block,Flat,Ceramic Tile,19,13,Sliding,Luxury,2019,0,Rustic,9229.14,21.19,4107.0,8214.0,10,2189408.0,352,266.55
USA,Colonial,Tropical,131.2,90.5,1,10,4,2,1,1,0,0,1,1,0,0,AAC Block,Flat,Marble,28,11,Single Hung,Premium,1962,1,Rustic,11873.599999999999,27.26,7171.0,7171.0,8,1815184.0,289,253.13
USA,Cottage,Mediterranean,97.5,114.2,1,12,3,3,2,1,1,1,0,0,1,0,Wood Frame,Hip,Ceramic Tile,7,10,Double Hung,Economy,1960,1,Rustic,11134.5,25.56,5355.0,5355.0,11,703696.0,263,131.41
Japan,Traditional,Continental,136.8,101.9,1,11,3,2,1,1,0,1,0,0,1,0,Concrete Block,Hip,Ceramic Tile,8,12,Casement,Economy,2017,0,Rustic,13939.920000000002,32.0,6039.0,6039.0,8,862641.0,286,142.85
France,Contemporary,Continental,75.9,50.3,2,10,2,1,1,1,0,1,1,0,1,0,Red Brick,Mansard,Ceramic Tile,9,17,Casement,Premium,2011,1,Traditional,3817.77,8.76,1979.0,3958.0,6,1292680.0,228,326.6
Australia,Colonial,Temperate,34.1,102.9,2,11,1,1,1,1,1,0,0,1,1,1,AAC Block,Mansard,Granite,18,8,Single Hung,Standard,1974,1,Rustic,3508.8900000000003,8.06,2268.0,4536.0,5,1011336.0,270,222.96
USA,Victorian,Arid,117.2,64.1,1,10,4,2,2,1,0,1,0,1,1,0,Wood Frame,Hip,Ceramic Tile,6,7,Casement,Standard,1968,0,Rustic,7512.5199999999995,17.25,4247.0,4247.0,10,655622.0,217,154.37
France,Contemporary,Mediterranean,143.2,41.7,1,9,3,3,1,1,1,1,0,1,1,0,Concrete Block,Shed,Hardwood,18,6,Floor to Ceiling,Luxury,2016,0,Rustic,5971.44,13.71,2807.0,2807.0,10,1022149.0,185,364.14
USA,Contemporary,Arid,49.4,68.8,1,12,6,2,1,1,1,1,1,1,0,0,Concrete Block,Gable,Ceramic Tile,15,15,Floor to Ceiling,Standard,2003,0,Traditional,3398.72,7.8,1809.0,1809.0,12,250117.0,138,138.26
UK,Traditional,Temperate,107.3,78.5,2,10,4,4,1,1,1,0,1,1,0,0,Stone,Gable,Vinyl,17,10,Single Hung,Standard,1999,0,Contemporary,8423.05,19.34,4223.0,8446.0,11,2202761.0,361,260.81
France,Victorian,Arid,127.6,97.5,2,10,3,1,1,1,1,1,1,1,0,1,Steel Frame,Flat,Hardwood,13,9,Floor to Ceiling,Premium,1975,1,Minimalist,12441.0,28.56,7677.0,15354.0,8,5351736.0,591,348.56
Australia,Mediterranean,Mediterranean,138.6,58.2,2,11,2,3,1,1,1,1,1,1,0,0,Wood Frame,Mansard,Ceramic Tile,15,11,Sliding,Luxury,1999,0,Modern,8066.52,18.52,3371.0,6742.0,9,2376172.0,308,352.44
Canada,Colonial,Temperate,63.2,38.9,3,10,4,1,2,1,1,1,0,1,0,0,AAC Block,Hip,Laminate,20,15,Floor to Ceiling,Standard,1986,0,Rustic,2458.48,5.64,1684.0,5052.0,10,942921.0,262,186.64
Australia,Minimalist,Arid,45.4,34.0,2,9,5,4,2,1,1,0,1,1,0,0,Red Brick,Shed,Granite,28,19,Casement,Luxury,1973,1,Modern,1543.6,3.54,895.0,1790.0,13,659615.0,151,368.5
Japan,Craftsman,Tropical,59.7,35.7,3,10,4,1,1,1,0,1,1,1,1,0,Red Brick,Hip,Vinyl,18,8,Double Hung,Standard,1988,0,Rustic,2131.2900000000004,4.89,1049.0,3147.0,8,664957.0,232,211.3
USA,Cottage,Continental,99.3,115.3,2,10,1,2,1,1,1,0,0,1,0,0,Stone,Flat,Marble,21,14,Sliding,Economy,2021,1,Traditional,11449.289999999999,26.28,7749.0,15498.0,6,2799166.0,555,180.61
UK,Traditional,Temperate,140.2,115.4,2,10,4,2,1,1,1,0,1,0,0,0,Wood Frame,Hip,Laminate,17,18,Double Hung,Economy,1998,0,Minimalist,16179.08,37.14,7887.0,15774.0,9,1645077.0,568,104.29
UK,Cottage,Tropical,99.9,117.0,2,10,6,2,1,1,1,1,0,1,1,0,Stone,Mansard,Granite,19,13,Casement,Standard,1978,0,Modern,11688.300000000001,26.83,7891.0,15782.0,12,4719097.0,580,299.02
USA,Colonial,Mediterranean,140.4,53.7,1,9,1,4,1,1,1,0,0,1,1,1,Wood Frame,Flat,Ceramic Tile,21,18,Casement,Standard,1963,1,Modern,7539.4800000000005,17.31,4194.0,4194.0,8,645484.0,238,153.91
